,MessageID,MessageType,MessageTimeLeft,MessageTimeReceived,MessageDelay,MessageRoute,MessageTarget,PrS1,PrS2,RealSender
40,0_1,Real,0.09407247682090247,2.647297313231875,"[0.09407247682090247, 1.9803389012687744, 0.027432654334370053, 0.5454532808078282, 0]","[Client id: 0, ( id: 2, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0022544350906375087,0.0016683779054102413,0
41,2_3,Real,0.7265017494177495,2.655210432617887,"[0.16760011627027302, 1.6312774373866037, 0.09954419637543892, 0.19788704943809496, 0]","[Client id: 2, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0022544350906375087,0.0016683779054102413,2
42,8_2,Real,0.14197480066401857,2.7171332763303413,"[0.1195243105227502, 0.6824641379570734, 0.33598490777732787, 1.5567094299319217, 0]","[Client id: 8, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.002979889770704558,0.002150373063498531,8
43,0_3,Real,0.3258615136128152,2.717288126236321,"[0.1533480287999054, 1.029717441201434, 1.1541439410234766, 0.20756523039859512, 0]","[Client id: 0, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.004683532684938298,0.002757311934334514,0
44,9_3,Real,0.2358263217015567,2.773998154873423,"[0.09274458779600002, 0.8500552717185715, 0.8873015160683779, 0.8008150453849168, 0]","[Client id: 9, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039484,0.004393545516626272,9
45,2_6,Real,0.8370027870702839,2.783526941482171,"[0.05768752253288854, 0.8946514221416869, 0.22132882534877238, 0.8305439069214281, 0]","[Client id: 2, ( id: 2, corrupt: False ), ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005349096258169432,0.003008530425235177,2
46,6_14,Real,1.4296196638389114,2.7861003959297936,"[0.22387375237988133, 0.35110393635384446, 0.32079535401711634, 0.6845814417199216, 0]","[Client id: 6, ( id: 1, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039484,0.004393545516626272,6
47,4_18,Real,1.6328777012407842,2.788321016948904,"[0.0198508907393613, 0.617645362462251, 0.03867346305369123, 0.49912449019217753, 0]","[Client id: 4, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039484,0.004393545516626272,4
48,8_14,Real,2.0886000356527656,2.7932828817983197,"[0.2872602391942484, 0.4630517986163506, 0.009819756209153502, 0.23181129132005013, 0]","[Client id: 8, ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039484,0.004393545516626272,8
49,9_5,Real,0.3345970262332454,2.8173533786929945,"[0.0025563423311112388, 0.8810944021620526, 1.2479665715119692, 0.3536953787857274, 0]","[Client id: 9, ( id: 1, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039483,0.004393545516626273,9
50,6_16,Real,1.5340865354466051,2.8208740739355127,"[0.015362899176190296, 0.5566393711270016, 0.6753148912592566, 0.05483327610264941, 0]","[Client id: 6, ( id: 2, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.005540138193039483,0.004393545516626273,6
51,8_5,Real,0.6178071721054419,2.8902876411632734,"[0.17296925492308207, 0.40338193926881694, 0.10731757260881969, 1.7617809571801948, 0]","[Client id: 8, ( id: 1, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.009335373775010477,0.007617993508162061,8
52,5_4,Real,0.22822374864301503,2.9034003961322212,"[0.15237230110946956, 1.2052867549448858, 1.337617471511442, 0.13227242103287865, 0]","[Client id: 5, ( id: 3, corrupt: False ), ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.010193188384532984,0.008191928454076831,5
