,DroppingNode,DummyID,DummyType,DummyTimeLeft,DummyDelay,DummyRoute,DummyPr
178,7,d_4_66,Dummy,0,"[0, 0, 0.3995881168319864, 1.3101105341264498, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 36]","[1.7276950280015717e-14, 9.9984483490979e-14, 6.933775162243485e-13, 3.4680911127673327e-12, 5.4496591661207083e-11, 3.1984868124855107e-10, 2.6148804292089304e-09, 1.2021899727589366e-08, 3.865510429925359e-08, 2.463824040180901e-07, 1.363201638009859e-06, 8.405663420846367e-06, 4.3136154397083004e-05, 0.00033582144149779723, 0.0015625426359124493, 0.003908719143539608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
179,7,d_6_56,Dummy,0,"[0, 0, 0.11977071725805508, 0.170560524674834, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 72]","[5.673003036671548e-15, 3.274945846152525e-14, 2.2828582872102725e-13, 1.1548333562865807e-12, 2.4675616469980118e-11, 1.512758424195248e-10, 1.2952482661786958e-09, 6.549485515581001e-09, 2.802571079033466e-08, 1.892750554403245e-07, 1.3573046237815002e-06, 7.316612171407809e-06, 4.631890319156234e-05, 0.00023905751511935197, 0.0012454955580369458, 0.003094250570820814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
180,7,d_6_58,Dummy,0,"[0, 0, 0.07264332935834193, 0.16466196050887913, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 61]","[5.112131447224204e-15, 2.9516372294362336e-14, 2.0495119351924736e-13, 1.0367900452375826e-12, 2.2379884620136002e-11, 1.372643098624887e-10, 1.1759038027145899e-09, 5.949258619052475e-09, 2.5373907993071485e-08, 1.71648827452515e-07, 1.2185653580501399e-06, 6.701321092679417e-06, 4.1584335500799194e-05, 0.00022263074190693487, 0.0011768549795169204, 0.003128668325925103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
181,9,d_4_68,Dummy,0,"[0, 0, 0.3044753029291506, 0.32493400512853604, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 85]","[1.5775348675431635e-14, 9.129447406163962e-14, 6.340034289316195e-13, 3.1715060317294364e-12, 5.006677201886631e-11, 2.9401437365260447e-10, 2.405280994342476e-09, 1.1070770390435962e-08, 3.52954507897876e-08, 2.2496842717503628e-07, 1.2593479640195812e-06, 7.854595653507583e-06, 4.0091438378973184e-05, 0.0003174764122198065, 0.0014267364611368488, 0.0035689983685949335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
182,8,d_6_57,Dummy,0,"[0, 0, 0.3217296196617746, 0.9141357464899728, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 51]","[4.430918705880249e-15, 2.5587637093800898e-14, 1.7859130585831642e-13, 9.040753271475956e-13, 1.9319505361973218e-11, 1.184938446023047e-10, 1.015102633785212e-09, 5.135716101375112e-09, 2.210412713665535e-08, 1.4979318952840204e-07, 1.0793249691190107e-06, 5.7849363828193616e-06, 3.72170617193044e-05, 0.00019218668393586053, 0.0010710462314182554, 0.003030329747574043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
183,7,d_5_62,Dummy,0,"[0, 0, 0.13440265176275254, 3.00088899728949, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 99]","[6.177724686179099e-15, 3.419728753120089e-14, 2.2835643478561223e-13, 1.1581464501788433e-12, 2.7728073338663915e-11, 1.7240832149359825e-10, 1.487270511150189e-09, 7.684814606415008e-09, 2.7884608931971355e-08, 2.0475811511495728e-07, 1.1172940874706027e-06, 7.429454383673696e-06, 2.678529177603153e-05, 0.0002207944680265157, 0.0008474995435805088, 0.0025431314359674767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
184,8,d_4_65,Dummy,0,"[0, 0, 1.388388156043847, 0.9414199369579834, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 3]","[1.0088856299169032e-14, 5.839949552083543e-14, 4.040559173602372e-13, 2.0216302184743712e-12, 3.2607285006718284e-11, 1.918972736407974e-10, 1.5738935873899754e-09, 7.2753954527226726e-09, 2.3092777797325962e-08, 1.4830124876756577e-07, 8.159132371478127e-07, 5.446286791528597e-06, 2.6221952934467804e-05, 0.00022916567133124947, 0.0010863232938413154, 0.0033400975502952323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
185,8,d_5_61,Dummy,0,"[0, 0, 1.1586459614006064, 2.036235208338445, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 75]","[5.3523828900200985e-15, 2.9637155324680244e-14, 1.9783813972200923e-13, 1.003603952500057e-12, 2.403836648472023e-11, 1.4948418070715944e-10, 1.2897374509271803e-09, 6.664898241263926e-09, 2.4277507492657843e-08, 1.7841758440695574e-07, 9.754065264306936e-07, 6.470705582939241e-06, 2.3639651253503215e-05, 0.00019399201485629852, 0.0007864372397681799, 0.0025223996138222815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
186,8,d_4_64,Dummy,0,"[0, 0, 1.617347630730832, 0.08925710474818656, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 52]","[8.76331456154667e-15, 5.073060417734093e-14, 3.5087122012137195e-13, 1.7557862386324407e-12, 2.834694386125352e-11, 1.6686616794187448e-10, 1.368996971797929e-09, 6.331374056010336e-09, 2.021197526971323e-08, 1.301208182840165e-07, 7.170471180904344e-07, 4.7679087616877954e-06, 2.320036133400001e-05, 0.00020147300197891158, 0.0009948324699300295, 0.003212903315302388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
187,9,d_4_69,Dummy,0,"[0, 0, 0.3067106158793313, 0.3767088196277668, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 64]","[5.7551075307651866e-15, 3.332441997950531e-14, 2.300408497935043e-13, 1.1515879765336023e-12, 1.8545295143208453e-11, 1.0919063262946361e-10, 8.960361022291412e-10, 4.145707730389277e-09, 1.358777290137897e-08, 8.812608967372998e-08, 4.849056795580005e-07, 3.1373346947217223e-06, 1.5956216572602934e-05, 0.00013303096131315377, 0.0007583005900564176, 0.002748457453098081, 0.0005723757008707667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
188,7,d_4_70,Dummy,0,"[0, 0, 0.17657501814551035, 0.04913414921718686, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 34]","[2.6482696388800964e-15, 1.533879661601626e-14, 1.0571232919364319e-13, 5.294506310609557e-13, 8.63305545885682e-12, 5.091159376136139e-11, 4.1858488084060223e-10, 1.9428508947539085e-09, 6.413763270943714e-09, 4.192398676503745e-08, 2.3122392423861982e-07, 1.5262210887149087e-06, 7.755425569312103e-06, 6.638052011300155e-05, 0.00040282905161988523, 0.0015925101833351395, 0.002351914131960325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
189,9,d_5_63,Dummy,0,"[0, 0, 0.5241110240140238, 0.6581250754132485, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 29]","[8.096807386212432e-16, 4.492520142297383e-15, 3.0318453901816514e-14, 1.541987277976831e-13, 3.807082572394045e-12, 2.3722754883018706e-11, 2.0527471019987607e-10, 1.062809137667582e-09, 3.798424983914769e-09, 2.8070199070164603e-08, 1.6200354478474152e-07, 1.1055586316289224e-06, 4.354211695340488e-06, 3.7693847405181785e-05, 0.00017447336646406972, 0.0007210440589807838, 0.0029945262076260895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
190,8,d_6_60,Dummy,0,"[0, 0, 0.28033148111930095, 0.5851993564586084, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 56]","[2.710097666678355e-16, 1.572528684224726e-15, 1.0614564071332454e-14, 5.4076322186861863e-14, 1.2737672618191865e-12, 7.873834443755232e-12, 6.806419744795742e-11, 3.4753147610507746e-10, 1.5400528613864376e-09, 1.0879490292680883e-08, 7.362278950448836e-08, 4.45475339516274e-07, 2.7435218321642245e-06, 1.8364986219731686e-05, 0.00015164063380922652, 0.0007232371500132885, 0.0025593223061572174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
191,8,d_4_71,Dummy,0,"[0, 0, 2.33718258528423, 1.0701495564048562, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 10]","[4.635550958715175e-16, 2.686316950431178e-15, 1.848448594892037e-14, 9.267382435340819e-14, 1.5315653479961524e-12, 9.05259737743108e-12, 7.462737788744644e-11, 3.47920025515981e-10, 1.1760575993548846e-09, 7.7927198451237e-09, 4.361215507605976e-08, 2.872052313551286e-07, 1.51641940774839e-06, 1.2889913276448983e-05, 8.835744227528418e-05, 0.00038730120065019936, 0.0009387445904177175, 0.0038708654092511965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
192,8,d_6_62,Dummy,0,"[0, 0, 0.015692653822766106, 0.9659431132198253, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 83]","[6.528905986205338e-17, 3.7943683079055177e-16, 2.5892521535552186e-15, 1.3238660621914698e-14, 3.172353927492759e-13, 1.9662211260703955e-12, 1.7048328799007212e-11, 8.731327707063621e-11, 3.860144736506539e-10, 2.7579595420794294e-09, 1.9275380605218108e-08, 1.1639908995950558e-07, 7.430931587880279e-07, 5.058417931919915e-06, 4.340061149418636e-05, 0.00021713093459506093, 0.0008970763373011812, 0.0023942413544179903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
193,7,d_5_60,Dummy,0,"[0, 0, 6.4138257725592105, 0.19066413860259443, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 32]","[1.3872418925771376e-16, 7.712466154963862e-16, 5.1851993944682975e-15, 2.6411164372427162e-14, 6.631872615689671e-13, 4.137058046655249e-12, 3.585507655981091e-11, 1.858316431894702e-10, 6.718604595551134e-10, 4.9901471409835445e-09, 2.8947441282515444e-08, 2.0029157508739553e-07, 8.171513020750803e-07, 7.231236272422009e-06, 3.918516529679685e-05, 0.0001803693743963828, 0.0008467247188325156, 0.0025935261309332582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
194,7,d_5_64,Dummy,0,"[0, 0, 0.024100685212613136, 2.9698291958001732, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 39]","[1.3376975392708115e-16, 7.437020935143724e-16, 5.000013701808714e-15, 2.5467908501983334e-14, 6.395020022272182e-13, 3.989305973560418e-12, 3.4574538111246234e-11, 1.7919479878984625e-10, 6.478654431424306e-10, 4.811927600234131e-09, 2.791360409385418e-08, 1.9313830454856001e-07, 7.879673270009705e-07, 6.972977834121223e-06, 3.778569510762554e-05, 0.0001739276110250834, 0.0008164845503027831, 0.002500900197685641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
195,9,d_6_59,Dummy,0,"[0, 0, 2.7677385224874715, 0.23044895553744288, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 89]","[4.939801188889268e-17, 2.871348360676624e-16, 1.9754773815531243e-15, 1.0108947231537981e-14, 2.431084342586536e-13, 1.5076746911128348e-12, 1.3081246486558054e-11, 6.704090835429326e-11, 2.9334213924787105e-10, 2.0983902508051663e-09, 1.494045411375642e-08, 9.013184330344078e-08, 5.800883728844766e-07, 3.9592014022669695e-06, 3.3424061254310554e-05, 0.00016794780520002614, 0.0007318107329096218, 0.002016086824425386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
196,8,d_4_72,Dummy,0,"[0, 0, 0.26793672102086435, 1.8006768296429372, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 90]","[2.0044065883627512e-16, 1.1617267223974686e-15, 8.002958309704496e-15, 4.0140391202420767e-14, 6.65126541634456e-13, 3.933981466268424e-12, 3.2456180880918804e-11, 1.515100733284378e-10, 5.148654432006863e-10, 3.4235104886103157e-09, 1.9437686055277308e-08, 1.2683412159244091e-07, 6.845430867781214e-07, 5.740504115921013e-06, 4.0324783441759894e-05, 0.00018035808397571577, 0.000474500759762018, 0.0023122266654449723, 0.0022601432287677513, 0.0, 0.0, 0.0, 0.0, 0.0]"
197,9,d_6_61,Dummy,0,"[0, 0, 2.53951260401829, 0.3806651766966261, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 0]","[1.4553806476605446e-17, 8.471912969911144e-17, 5.863576142640842e-16, 3.00940074259803e-15, 7.321716052358003e-14, 4.54984361678989e-13, 3.956680318982531e-12, 2.0324162833188967e-11, 8.949641462807489e-11, 6.46278800392541e-10, 4.680134641057349e-09, 2.810262102728304e-08, 1.8595750702291189e-07, 1.2774979297814746e-06, 1.1253792855043418e-05, 5.8263565231915175e-05, 0.0002660046825823964, 0.0010841707049814436, 0.003244708386491591, 0.0, 0.0, 0.0, 0.0, 0.0]"
198,8,d_5_67,Dummy,0,"[0, 0, 0.1951599749837862, 0.43479304365608584, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 44]","[1.290938267691982e-17, 7.204980520579649e-17, 4.78585387445707e-16, 2.4441168008241653e-15, 6.311030320335759e-14, 3.9441385729136237e-13, 3.4272338772109527e-12, 1.779298640345407e-11, 6.635593880180062e-11, 4.972783024759226e-10, 2.8736728817818336e-09, 2.027202111541935e-08, 8.721232769338552e-08, 7.927347078400409e-07, 5.337458485597625e-06, 2.7126720665539008e-05, 0.0001317045605758425, 0.0007612655974894265, 0.0026387760928979205, 0.0, 0.0, 0.0, 0.0, 0.0]"
199,9,d_5_66,Dummy,0,"[0, 0, 0.42678455924647235, 0.7609005272588444, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 7]","[1.0552400505687213e-17, 5.890337533834448e-17, 3.931441367435632e-16, 2.008646152105335e-15, 5.188820784549975e-14, 3.243421938095689e-13, 2.819113697405454e-12, 1.463841065814492e-11, 5.435541744884498e-11, 4.07469972587095e-10, 2.388180697619793e-09, 1.6771095590401458e-08, 7.325099454732593e-08, 6.607308056557597e-07, 4.413529432654319e-06, 2.2483289681354707e-05, 0.00011266407671342213, 0.0006378258004140683, 0.0024388556093625337, 0.0, 0.0, 0.0, 0.0, 0.0]"
200,9,d_5_65,Dummy,0,"[0, 0, 1.3917963948445884, 1.6620414819317568, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 62]","[8.69310771899066e-18, 4.855345604600911e-17, 3.2220125500374034e-16, 1.646432012080058e-15, 4.275568830717283e-14, 2.673082393867819e-13, 2.3240213232210483e-12, 1.2069751360286814e-11, 4.5171353061093767e-11, 3.390495786483177e-10, 1.9649864541384387e-09, 1.3905665597559217e-08, 6.048567945221271e-08, 5.518922185136001e-07, 3.8092803693172574e-06, 1.9582317581859065e-05, 9.647773924560716e-05, 0.0005787575229994243, 0.0022336501474564995, 0.0, 0.0, 0.0, 0.0, 0.0]"
201,9,d_5_68,Dummy,0,"[0, 0, 0.6952283943721224, 0.7543906367353664, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 48]","[5.714008978846826e-18, 3.1930404749463634e-17, 2.15756975203794e-16, 1.1042580627979173e-15, 2.8292682051740142e-14, 1.7694297766202165e-13, 1.5390777371694935e-12, 7.995543084989615e-12, 2.9911738552358344e-11, 2.2475050881992144e-10, 1.370966167593493e-09, 9.29794498131249e-09, 4.372404802183573e-08, 3.735028562805366e-07, 2.6010837306538836e-06, 1.3466185138987872e-05, 6.78992253871437e-05, 0.0004103145847533439, 0.0017275829606951372, 0.00456527123815055, 0.0, 0.0, 0.0, 0.0]"
202,9,d_4_73,Dummy,0,"[0, 0, 1.095252152380558, 1.1445387249283794, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 5]","[1.840042252576339e-17, 1.0669748679063561e-16, 7.33566820196693e-16, 3.682684923093894e-15, 6.191275280162009e-14, 3.669805582038218e-13, 3.03528854639456e-12, 1.422797073094665e-11, 4.921150277123639e-11, 3.3084558420686803e-10, 1.8923692725249684e-09, 1.2438630324080878e-08, 6.832457402473901e-08, 5.77176198958388e-07, 4.352611617296341e-06, 2.051531770634691e-05, 6.422508985680784e-05, 0.000408341000008922, 0.0013700576116037226, 0.0019540846110368128, 0.0, 0.0, 0.0, 0.0]"
203,8,d_6_63,Dummy,0,"[0, 0, 2.7066776090588984, 0.8315535546568836, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 62]","[1.6672950406914312e-18, 9.724715741101159e-18, 6.695489795770122e-17, 3.4474552311478075e-16, 8.604058698002805e-15, 5.360142437151982e-14, 4.674550071294633e-13, 2.407918095244669e-12, 1.0734778616055915e-11, 7.843981436880247e-11, 5.650633209131589e-10, 3.4427139098681774e-09, 2.2953756773925358e-08, 1.6258951268716229e-07, 1.5099648131468896e-06, 8.053121934868094e-06, 3.793927458888093e-05, 0.00020113975963644045, 0.00085656770515349, 0.0027225657799339006, 0.0, 0.0, 0.0, 0.0]"
204,7,d_4_75,Dummy,0,"[0, 0, 0.286733845565746, 2.1825636751694133, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 6]","[5.27824025564347e-18, 3.061170178482567e-17, 2.1043896217341254e-16, 1.056837227062445e-15, 1.7915805884626302e-14, 1.063051222612174e-13, 8.803199150065541e-13, 4.134771058125713e-12, 1.4309494634395074e-11, 9.654654242812803e-11, 5.555355049993023e-10, 3.688570794611887e-09, 2.0238903219580248e-08, 1.7305809175058684e-07, 1.3130674512592628e-06, 6.277237750220353e-06, 2.1413414970961422e-05, 0.00013656807625468643, 0.0005599993690714, 0.0014376296350061245, 0.0027863174482135682, 0.0, 0.0, 0.0]"
205,9,d_6_64,Dummy,0,"[0, 0, 0.018562241112553352, 1.1989140928252733, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 31]","[1.3277058218986006e-18, 7.74431665971516e-18, 5.3592328360086804e-17, 2.7604043966133286e-16, 6.8782536450585495e-15, 4.2856196685135816e-14, 3.7380696882425255e-13, 1.925834038601969e-12, 8.555857015280803e-12, 6.253196690786976e-11, 4.5499257512393657e-10, 2.7586117350245526e-09, 1.8524359519252948e-08, 1.3054948344129585e-07, 1.2058559829827297e-06, 6.4343453273193875e-06, 3.0636050081913276e-05, 0.00016136990377699036, 0.0007065746566960023, 0.0024904627114265016, 0.0011398778984169663, 0.0, 0.0, 0.0]"
206,9,d_4_74,Dummy,0,"[0, 0, 1.613269041587757, 0.6220094113941229, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 55]","[2.6345732607903863e-18, 1.5280489793892992e-17, 1.053680652548714e-16, 5.293771393956401e-16, 8.987029937650406e-15, 5.3353756411244095e-14, 4.4209914971771954e-13, 2.078593192256947e-12, 7.180825664890308e-12, 4.851691860551438e-11, 2.851995669690914e-10, 1.873014200239212e-09, 1.0488542234901468e-08, 8.834985766272332e-08, 6.682402931835474e-07, 3.2112960263623843e-06, 1.146248906454153e-05, 7.203423474872708e-05, 0.00032259659418529615, 0.0012071377327471265, 0.0033525355993865164, 0.0, 0.0, 0.0]"
207,9,d_4_78,Dummy,0,"[0, 0, 0.33260720861297216, 0.08682300006164267, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 40]","[1.840784584320998e-18, 1.0677467769609788e-17, 7.356662135428507e-17, 3.6965180300655813e-16, 6.278508575764712e-15, 3.7280368682240784e-14, 3.089739195278707e-13, 1.4531608582082044e-12, 5.053112059968459e-12, 3.4203967947345855e-11, 2.00698348549927e-10, 1.3136743779867168e-09, 7.402381170094228e-09, 6.207173560819926e-08, 4.788840862371346e-07, 2.316625529591627e-06, 8.17129069770807e-06, 5.394072827096393e-05, 0.00023481869897067791, 0.0009518841717386817, 0.0027851353782535125, 0.0, 0.0, 0.0]"
208,7,d_6_65,Dummy,0,"[0, 0, 1.1505950208856757, 0.4010002616257614, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 26]","[3.0144403756285585e-19, 1.759665886766617e-18, 1.2347299798584261e-17, 6.373418712520231e-17, 1.5839234413148563e-15, 9.879523251879206e-15, 8.627673961641844e-14, 4.4502371404627166e-13, 1.9772827357723446e-12, 1.4514673808317413e-11, 1.0859777702772048e-10, 6.463275993361882e-10, 4.479450198218582e-09, 3.104719998328655e-08, 2.8969204567743154e-07, 1.560238153221214e-06, 7.582323882682806e-06, 4.21843608099119e-05, 0.00020023782398821729, 0.0010081180149750044, 0.002223166050402273, 0.0, 0.0, 0.0]"
209,8,d_4_77,Dummy,0,"[0, 0, 1.6621391638075647, 0.47413094458626637, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 97]","[7.713831489046548e-19, 4.475108237852707e-18, 3.079749664193181e-17, 1.5478834858126482e-16, 2.655960607927221e-15, 1.5787256421490994e-14, 1.3100357186270123e-13, 6.173723557974774e-13, 2.144220743033503e-12, 1.456049106669349e-11, 8.532867407931144e-11, 5.691472335392963e-10, 3.1648892220420546e-09, 2.7167434873062465e-08, 2.0960457393463645e-07, 1.0250864591910975e-06, 3.882638985517218e-06, 2.5293703993753317e-05, 0.00012396453349914109, 0.0004891401915530574, 0.0023332055858555872, 0.0014999798351045801, 0.0, 0.0]"
210,7,d_5_70,Dummy,0,"[0, 0, 0.2744469080961657, 0.7340399785731547, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 90]","[1.9925762490409936e-19, 1.1198859521742952e-18, 7.624792558178591e-18, 3.923499042334909e-17, 1.0377875105230612e-15, 6.509364444331491e-15, 5.685381407554319e-14, 2.9614508187223166e-13, 1.1311793644452158e-12, 8.593607281888495e-12, 5.5089026721848616e-11, 3.729501555781783e-10, 1.932983062985081e-09, 1.6453327918297608e-08, 1.2956218006591298e-07, 7.072429526106206e-07, 3.836344362119435e-06, 2.6255888782341532e-05, 0.00014613347404936859, 0.0007808088175507477, 0.002686870957769518, 0.0017454262092480586, 0.0, 0.0]"
211,9,d_5_72,Dummy,0,"[0, 0, 0.16576134379624313, 0.2608424081229571, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 91]","[8.418443062072003e-20, 4.734233877845323e-19, 3.2415328046088117e-18, 1.6693739049235275e-17, 4.487294316101767e-16, 2.816463798898889e-15, 2.4622490780681364e-14, 1.283329887588764e-13, 4.817894148491576e-13, 3.6639911450394935e-12, 2.38528682325255e-11, 1.644070835888108e-10, 8.470507107615264e-10, 7.385879179612726e-09, 5.644870885818126e-08, 3.0926125796615173e-07, 1.7915714197112808e-06, 1.1618609007440702e-05, 7.135224260441909e-05, 0.0003723301250391966, 0.0015823542569684734, 0.00294478976827445, 0.0, 0.0]"
212,7,d_5_71,Dummy,0,"[0, 0, 0.37802792335166063, 1.3344766887611048, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 63]","[7.499546384670255e-20, 4.217944015694138e-19, 2.8962915274407346e-18, 1.491953046211476e-17, 4.000512391683192e-16, 2.511054167482669e-15, 2.1953974576450247e-14, 1.1442957179639626e-13, 4.2983933551070877e-13, 3.2695369475901758e-12, 2.1431060969345707e-11, 1.4677428212939155e-10, 7.637653685568655e-10, 6.60210081855621e-09, 5.056881911258402e-08, 2.772270589749078e-07, 1.6057478107872967e-06, 1.0437001892194123e-05, 6.413630608793142e-05, 0.0003437457064617441, 0.0014377082215058185, 0.003235007726001206, 0.0, 0.0]"
213,8,d_4_76,Dummy,0,"[0, 0, 3.1704974686580067, 0.8124581684849608, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 15]","[2.4449884421635085e-19, 1.4185996132574575e-18, 9.774812952224804e-18, 4.914574577046258e-17, 8.519832809268098e-16, 5.070126605097189e-15, 4.212856824452345e-14, 1.9896911160521772e-13, 6.858062044058571e-13, 4.667626265497175e-12, 2.7662473008973663e-11, 1.872720630787879e-10, 1.0337371365296033e-09, 9.033113710883613e-09, 6.849923677227311e-08, 3.374589161573885e-07, 1.3945474983593638e-06, 8.638579739618265e-06, 4.838469332616722e-05, 0.00019539933552053086, 0.001152636199101183, 0.0024734840383811635, 0.0, 0.0]"
214,8,d_4_79,Dummy,0,"[0, 0, 1.1303814546125193, 1.548189954550034, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 62]","[1.5430861787217227e-19, 8.953290241398754e-19, 6.183176100291046e-18, 3.109496285142658e-17, 5.413714116475912e-16, 3.2234973294499775e-15, 2.6802000075708795e-14, 1.267165278290374e-13, 4.3356943095126755e-13, 2.952156148718456e-12, 1.7737846251041382e-11, 1.2044977885033515e-10, 6.659797104775901e-10, 5.838227917027001e-09, 4.3479408118762105e-08, 2.1448638682882584e-07, 9.32195846204471e-07, 5.52672611227399e-06, 3.340835950369251e-05, 0.0001401893139932743, 0.0008573169266266034, 0.002389792381122773, 0.0, 0.0]"
215,9,d_4_81,Dummy,0,"[0, 0, 0.25670521466056173, 2.668164767276545, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 11]","[1.378582997506644e-19, 7.998810350799188e-19, 5.526684909684325e-18, 2.779458836043095e-17, 4.852304730941897e-16, 2.8899284688169373e-15, 2.403534919007924e-14, 1.1368845484111006e-13, 3.873480651891955e-13, 2.6374367995307526e-12, 1.5890866401211954e-11, 1.0852962513625012e-10, 5.971004027771291e-10, 5.2714413996693624e-09, 3.884421596195714e-08, 1.9162072096569272e-07, 8.536245819057192e-07, 4.9375405958003374e-06, 3.099033660861436e-05, 0.00012781871406877753, 0.000817485145763611, 0.002261114812857164, 0.0007293007293007293, 0.0]"
216,7,d_4_80,Dummy,0,"[0, 0, 1.2134968174412148, 0.7171537314668376, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 19]","[7.729425207367067e-20, 4.484891061885639e-19, 3.1058772236354043e-18, 1.562383274291797e-17, 2.752040517049633e-16, 1.6405666695527563e-15, 1.3658973692537247e-14, 6.471854945597463e-14, 2.1765816889801806e-13, 1.4828421654556329e-12, 9.05883076341468e-12, 6.27642133748404e-11, 3.42034413450921e-10, 3.071728513059797e-09, 2.1939668424538174e-08, 1.08414143873196e-07, 5.225315843622243e-07, 2.8167418322897956e-06, 1.9796158487373227e-05, 8.072720085759473e-05, 0.0005677336101979435, 0.0017132403423882835, 0.002990674873226154, 0.0]"
