,MessageID,MessageType,MessageTimeLeft,MessageDelay,MessageRoute
0,99_1,Real,0.022086200658581315,"[0.022086200658581315, 0.26379248981235226, 0.5461026982095865, 1.0465434407822907, 0]","[Client id: 99, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 69]"
1,3_1,Real,0.02443229526946216,"[0.02443229526946216, 0.5070189449148104, 0.9172397777230821, 0.4163754487738713, 0]","[Client id: 3, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 18]"
2,90_1,Real,0.026970538871375255,"[0.026970538871375255, 0.6703089159783087, 0.6703045118230847, 0.9319691469716116, 0]","[Client id: 90, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 51]"
3,53_1,Real,0.029003693295616185,"[0.029003693295616185, 0.47515051062876845, 0.15830045544334898, 2.01822904023809, 0]","[Client id: 53, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 15]"
4,77_1,Real,0.03317230088035393,"[0.03317230088035393, 3.332283395366371, 0.7516203311015238, 0.0907432386921676, 0]","[Client id: 77, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 73]"
5,30_1,Real,0.052562191559143656,"[0.052562191559143656, 1.2870436746390452, 1.0261122583371478, 2.5593367842124675, 0]","[Client id: 30, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 24]"
6,83_1,Real,0.058869281133330065,"[0.058869281133330065, 0.6782303416043826, 0.18023736825265682, 0.0945127892819402, 0]","[Client id: 83, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 42]"
7,91_1,Real,0.08489428526236882,"[0.08489428526236882, 0.42050876895769357, 1.162532643862578, 0.8488540649270564, 0]","[Client id: 91, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 55]"
8,43_1,Real,0.10278437878285675,"[0.10278437878285675, 0.9482336108178565, 2.363694767386721, 2.3155874616438834, 0]","[Client id: 43, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 63]"
9,3_2,Real,0.10355206843088385,"[0.07911977316142169, 4.667105674373474, 0.4963792369603924, 1.2939641335201657, 0]","[Client id: 3, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 76]"
10,17_1,Real,0.10370751332634179,"[0.10370751332634179, 0.1067138839560723, 1.7431072022478338, 1.324024019605229, 0]","[Client id: 17, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 41]"
11,68_1,Real,0.10846601590208416,"[0.10846601590208416, 0.045281991153557855, 1.4386558176213158, 0.6185279588222862, 0]","[Client id: 68, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 67]"
12,68_2,Real,0.11885436556966622,"[0.010388349667582062, 0.7533319026418981, 1.5379042943445063, 0.596268359354034, 0]","[Client id: 68, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 2]"
13,35_1,Real,0.1424333845283546,"[0.1424333845283546, 1.3807229663519762, 0.09010362768874744, 0.35564242470976243, 0]","[Client id: 35, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 25]"
14,56_1,Real,0.15031453756309446,"[0.15031453756309446, 1.561859231338015, 0.0531608402865198, 2.4039596155622203, 0]","[Client id: 56, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 78]"
15,93_1,Real,0.15637922041619357,"[0.15637922041619357, 0.04800740454132215, 1.3927729837462164, 1.6625101691997919, 0]","[Client id: 93, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 5]"
16,35_2,Real,0.16286917379309804,"[0.020435789264743424, 1.972943700925017, 0.7025002274136726, 0.12626488275597642, 0]","[Client id: 35, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 57]"
17,23_1,Real,0.1646974592740051,"[0.1646974592740051, 0.2062833419490765, 0.8979025355726487, 2.257043704915254, 0]","[Client id: 23, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 13]"
18,33_1,Real,0.1678731145105456,"[0.1678731145105456, 0.0950644584054794, 0.778678720581496, 0.001496097586785028, 0]","[Client id: 33, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 47]"
19,67_1,Real,0.1729761778358108,"[0.1729761778358108, 0.059042809008748934, 2.4560300281289353, 1.9030254069636556, 0]","[Client id: 67, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 79]"
20,25_1,Real,0.1782658094597722,"[0.1782658094597722, 0.7553781657585679, 2.5617110127392086, 0.9223419223029443, 0]","[Client id: 25, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 91]"
21,82_1,Real,0.19095709512591666,"[0.19095709512591666, 1.1790877593188451, 1.6087257537994752, 0.1221601915695923, 0]","[Client id: 82, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 63]"
22,66_1,Real,0.20945442555616559,"[0.20945442555616559, 0.16202456320277062, 1.911336623912484, 0.06877027402583327, 0]","[Client id: 66, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 93]"
23,22_1,Real,0.21566008812034468,"[0.21566008812034468, 0.9822959412161726, 1.4364135251514096, 0.052010758837891066, 0]","[Client id: 22, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 17]"
24,79_1,Real,0.21750577491788722,"[0.21750577491788722, 1.142621928396272, 0.24496451460858684, 2.1250411133385, 0]","[Client id: 79, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 88]"
25,53_2,Real,0.23485821036358678,"[0.2058545170679706, 1.0546446714303106, 0.32456978778787404, 0.59559523833397, 0]","[Client id: 53, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 2]"
26,88_1,Real,0.23628098980963033,"[0.23628098980963033, 0.020841771907888922, 1.8846434595256192, 1.583955184294769, 0]","[Client id: 88, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 82]"
27,94_1,Real,0.24867493587777675,"[0.24867493587777675, 2.562726988006593, 0.47377942160318054, 0.6552479527896187, 0]","[Client id: 94, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 13]"
28,13_1,Real,0.2520128573870397,"[0.2520128573870397, 0.4072487149278513, 0.7135728764239107, 0.012403126457630347, 0]","[Client id: 13, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 95]"
29,51_1,Real,0.2683602597750631,"[0.2683602597750631, 1.3277602328239464, 0.09940890437816756, 0.25510179402699, 0]","[Client id: 51, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 11]"
30,29_1,Real,0.2788921480796704,"[0.2788921480796704, 0.183364788846568, 4.464692937631805, 2.3900784700624085, 0]","[Client id: 29, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 73]"
31,78_1,Real,0.2868886046162677,"[0.2868886046162677, 0.11126917423111518, 0.3210752290252024, 1.0864494745555104, 0]","[Client id: 78, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 87]"
32,5_1,Real,0.2872443795003983,"[0.2872443795003983, 0.6258353466552359, 0.9870690704717626, 1.2089113851445246, 0]","[Client id: 5, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 22]"
33,74_1,Real,0.28819276689375967,"[0.28819276689375967, 2.549055270495566, 4.367094303925224, 0.1109874228223659, 0]","[Client id: 74, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 61]"
34,25_2,Real,0.2951082265550948,"[0.11684241709532259, 1.5468454591603267, 0.48676896287520616, 0.6912797404153356, 0]","[Client id: 25, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 46]"
35,25_3,Real,0.2981620146032531,"[0.0030537880481582916, 0.37015341594609885, 1.3417426717699317, 0.07970000687188467, 0]","[Client id: 25, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 15]"
36,81_1,Real,0.3244809565755263,"[0.3244809565755263, 1.670628196418638, 0.260357808818686, 0.9298341781727787, 0]","[Client id: 81, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 49]"
37,45_1,Real,0.32458990212416017,"[0.32458990212416017, 1.742003207203722, 0.17009158572627767, 0.5911995640990487, 0]","[Client id: 45, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 90]"
38,97_1,Real,0.3266121547890623,"[0.3266121547890623, 3.2165573935853904, 0.06901054298466422, 1.0958208652905566, 0]","[Client id: 97, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 84]"
39,62_1,Real,0.3551093875608998,"[0.3551093875608998, 0.23926348924195767, 0.6253285243735818, 0.1117913897946738, 0]","[Client id: 62, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 88]"
40,52_1,Real,0.3556852086366525,"[0.3556852086366525, 0.6845100098312191, 1.748617200234713, 1.4028815548710905, 0]","[Client id: 52, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 61]"
41,24_1,Real,0.36473076811511984,"[0.36473076811511984, 0.20987231278098212, 1.1210297476932891, 0.1159969476119166, 0]","[Client id: 24, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 76]"
42,17_2,Real,0.3798108539314041,"[0.2761033406050623, 4.518096248847518, 1.0396557500309014, 0.36893024164791904, 0]","[Client id: 17, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 14]"
43,79_2,Real,0.3871635280579795,"[0.16965775314009224, 0.9606791028396283, 1.9560103662203285, 0.9505436737029758, 0]","[Client id: 79, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 58]"
44,33_2,Real,0.3919426414714072,"[0.22406952696086163, 0.008562932693510095, 0.2577332179913629, 0.2579663545820259, 0]","[Client id: 33, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 14]"
45,64_1,Real,0.3998693183170556,"[0.3998693183170556, 0.127017574868018, 1.0847774233651795, 1.1898823436004633, 0]","[Client id: 64, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 69]"
46,83_2,Real,0.4098650897071193,"[0.35099580857378926, 3.3907987496668115, 1.2877712179271417, 0.5303717952192066, 0]","[Client id: 83, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 91]"
47,51_2,Real,0.4231441482539734,"[0.15478388847891028, 0.9069256281320317, 0.5968740851749904, 0.9144448009190667, 0]","[Client id: 51, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 28]"
48,56_2,Real,0.42938147511067126,"[0.2790669375475768, 0.8414276279057108, 0.6144922326143993, 0.7984012177954396, 0]","[Client id: 56, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 45]"
49,22_2,Real,0.436071628019273,"[0.2204115398989283, 0.13993632773343131, 1.644071668826542, 2.5275994626875233, 0]","[Client id: 22, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 46]"
50,70_1,Real,0.440998945232836,"[0.440998945232836, 0.2518513824825505, 0.7392726827034398, 0.8039070557339482, 0]","[Client id: 70, ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 41]"
51,67_2,Real,0.45154515821785235,"[0.2785689803820416, 0.5785825002271093, 0.6327131222806532, 0.6009758642503028, 0]","[Client id: 67, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 39]"
52,34_1,Real,0.46212079200497047,"[0.46212079200497047, 0.35687545985216956, 0.1294041537325064, 1.4819819428759704, 0]","[Client id: 34, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 9]"
53,25_4,Real,0.46368914644912873,"[0.16552713184587564, 0.5895042923213798, 1.3757499728952503, 0.6172213236410419, 0]","[Client id: 25, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 37]"
54,54_1,Real,0.46704681997179914,"[0.46704681997179914, 0.2263254519668295, 0.07062942491098381, 0.07873692452833966, 0]","[Client id: 54, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 95]"
55,74_2,Real,0.47043364916469177,"[0.18224088227093208, 0.5742262667273261, 0.8719487418794156, 0.3311818872781352, 0]","[Client id: 74, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 85]"
56,44_1,Real,0.4783083515893361,"[0.4783083515893361, 0.6688267836110541, 0.16829372402655424, 0.23687732513105514, 0]","[Client id: 44, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 56]"
57,45_2,Real,0.48282158428841593,"[0.15823168216425573, 0.39857380324774433, 1.231311091501125, 0.3687810619902362, 0]","[Client id: 45, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), Client id: 15]"
58,43_2,Real,0.4910278469607553,"[0.38824346817789857, 0.017205954412490655, 0.6303572456664867, 1.5534229209933548, 0]","[Client id: 43, ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 80]"
59,63_1,Real,0.4917325791878876,"[0.4917325791878876, 1.5678392420503453, 0.1767518564264966, 2.1537443966822307, 0]","[Client id: 63, ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), Client id: 74]"
60,44_2,Real,0.4931353141106189,"[0.014826962521282771, 0.7504187435471924, 1.430082549444585, 0.43279115276125657, 0]","[Client id: 44, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 3]"
61,7_1,Real,0.5016551117093395,"[0.5016551117093395, 1.4061033479471843, 0.9617889953971496, 0.8740038158633231, 0]","[Client id: 7, ( id: 16, corrupt: False ), ( id: 17, corrupt: False ), ( id: 18, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 7, corrupt: False ), ( id: 8, corrupt: False ), ( id: 9, corrupt: False ), Client id: 32]"
62,79_3,Real,0.503972612486375,"[0.11680908442839553, 3.209173938212192, 1.15271854952691, 0.3391670549126636, 0]","[Client id: 79, ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), ( id: 1, corrupt: False ), ( id: 2, corrupt: False ), ( id: 3, corrupt: False ), Client id: 27]"
63,5_2,Real,0.5062590275436262,"[0.21901464804322793, 1.5067165939461633, 2.2370560945607147, 1.2093062989056107, 0]","[Client id: 5, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), ( id: 4, corrupt: False ), ( id: 5, corrupt: False ), ( id: 6, corrupt: False ), Client id: 73]"
64,90_2,Real,0.5212833518816767,"[0.4943128130103015, 0.09586316669815474, 0.955078219727697, 1.359119945270603, 0]","[Client id: 90, ( id: 10, corrupt: False ), ( id: 11, corrupt: False ), ( id: 12, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), ( id: 13, corrupt: False ), ( id: 14, corrupt: False ), ( id: 15, corrupt: False ), Client id: 57]"
